value,ij,t
0.0,n24 => n14,28
0.0,n24 => n14,29
0.0,n24 => n14,30
0.0,n24 => n14,31
0.0,n24 => n14,32
0.0,n24 => n14,33
0.0,n24 => n14,34
0.0,n24 => n14,35
0.0,n24 => n14,36
0.0,n24 => n14,37
0.0,n24 => n14,38
0.0,n24 => n14,39
0.0,n24 => n14,40
0.0,n24 => n14,41
0.0,n24 => n14,42
0.0,n24 => n14,43
0.0,n24 => n14,44
0.0,n24 => n14,45
0.0,n24 => n14,46
0.0,n24 => n14,47
0.0,n24 => n14,48
0.0,n24 => n14,49
0.0,n24 => n14,50
0.0,n24 => n14,51
0.0,n24 => n14,52
0.0,n24 => n14,53
0.0,n24 => n14,54
0.0,n24 => n14,55
0.0,n24 => n14,56
0.0,n24 => n14,57
0.0,n24 => n14,58
0.0,n24 => n14,59
0.0,n24 => n14,60
0.0,n24 => n14,61
0.0,n24 => n14,62
0.0,n24 => n14,63
0.0,n24 => n14,64
0.0,n24 => n14,65
0.0,n24 => n14,66
0.0,n24 => n14,67
0.0,n24 => n14,68
0.0,n24 => n14,69
0.0,n24 => n14,70
0.0,n24 => n14,71
0.0,n24 => n14,72
0.0,n24 => n14,73
0.0,n24 => n14,74
0.0,n24 => n14,75
0.0,n24 => n14,76
0.0,n24 => n14,77
0.0,n24 => n14,78
0.0,n24 => n14,79
0.0,n24 => n14,80
0.0,n24 => n14,81
0.0,n24 => n14,82
0.0,n24 => n14,83
0.0,n24 => n14,84
0.0,n24 => n14,85
0.0,n24 => n14,86
0.0,n24 => n14,87
0.0,n24 => n14,88
0.0,n24 => n14,89
0.0,n24 => n14,90
0.0,n24 => n14,91
0.0,n24 => n14,92
0.0,n24 => n14,93
0.0,n24 => n14,94
0.0,n24 => n14,95
0.0,n24 => n14,96
0.0,n18 => n19,0
0.0,n18 => n19,1
0.0,n18 => n19,2
0.0,n18 => n19,3
0.0,n18 => n19,4
0.0,n18 => n19,5
0.0,n18 => n19,6
0.0,n18 => n19,7
0.0,n18 => n19,8
0.0,n18 => n19,9
0.0,n18 => n19,10
0.0,n18 => n19,11
0.0,n18 => n19,12
0.0,n18 => n19,13
0.0,n18 => n19,14
0.0,n18 => n19,15
0.0,n18 => n19,16
0.0,n18 => n19,17
0.0,n18 => n19,18
0.0,n18 => n19,19
0.0,n18 => n19,20
0.0,n18 => n19,21
0.0,n18 => n19,22
0.0,n18 => n19,23
0.0,n18 => n19,24
0.0,n18 => n19,25
0.0,n18 => n19,26
0.0,n18 => n19,27
0.0,n18 => n19,28
0.0,n18 => n19,29
0.0,n18 => n19,30
0.0,n18 => n19,31
0.0,n18 => n19,32
0.0,n18 => n19,33
0.0,n18 => n19,34
0.0,n18 => n19,35
0.0,n18 => n19,36
0.0,n18 => n19,37
0.0,n18 => n19,38
0.0,n18 => n19,39
0.0,n18 => n19,40
0.0,n18 => n19,41
0.0,n18 => n19,42
0.0,n18 => n19,43
0.0,n18 => n19,44
0.0,n18 => n19,45
0.0,n18 => n19,46
0.0,n18 => n19,47
0.0,n18 => n19,48
0.0,n18 => n19,49
0.0,n18 => n19,50
0.0,n18 => n19,51
0.0,n18 => n19,52
0.0,n18 => n19,53
0.0,n18 => n19,54
0.0,n18 => n19,55
0.0,n18 => n19,56
0.0,n18 => n19,57
0.0,n18 => n19,58
0.0,n18 => n19,59
0.0,n18 => n19,60
0.0,n18 => n19,61
0.0,n18 => n19,62
0.0,n18 => n19,63
0.0,n18 => n19,64
0.0,n18 => n19,65
0.0,n18 => n19,66
0.0,n18 => n19,67
0.0,n18 => n19,68
0.0,n18 => n19,69
0.0,n18 => n19,70
0.0,n18 => n19,71
0.0,n18 => n19,72
0.0,n18 => n19,73
0.0,n18 => n19,74
0.0,n18 => n19,75
0.0,n18 => n19,76
0.0,n18 => n19,77
0.0,n18 => n19,78
0.0,n18 => n19,79
0.0,n18 => n19,80
0.0,n18 => n19,81
0.0,n18 => n19,82
0.0,n18 => n19,83
0.0,n18 => n19,84
0.0,n18 => n19,85
0.0,n18 => n19,86
0.0,n18 => n19,87
0.0,n18 => n19,88
0.0,n18 => n19,89
0.0,n18 => n19,90
0.0,n18 => n19,91
0.0,n18 => n19,92
0.0,n18 => n19,93
0.0,n18 => n19,94
0.0,n18 => n19,95
0.0,n18 => n19,96
0.0,n25 => n13,0
0.0,n25 => n13,1
0.0,n25 => n13,2
0.0,n25 => n13,3
0.0,n25 => n13,4
0.0,n25 => n13,5
0.0,n25 => n13,6
0.0,n25 => n13,7
0.0,n25 => n13,8
0.0,n25 => n13,9
0.0,n25 => n13,10
0.0,n25 => n13,11
0.0,n25 => n13,12
0.0,n25 => n13,13
0.0,n25 => n13,14
0.0,n25 => n13,15
0.0,n25 => n13,16
0.0,n25 => n13,17
0.0,n25 => n13,18
0.0,n25 => n13,19
0.0,n25 => n13,20
0.0,n25 => n13,21
0.0,n25 => n13,22
0.0,n25 => n13,23
0.0,n25 => n13,24
0.0,n25 => n13,25
0.0,n25 => n13,26
0.0,n25 => n13,27
0.0,n25 => n13,28
0.0,n25 => n13,29
0.0,n25 => n13,30
0.0,n25 => n13,31
0.0,n25 => n13,32
0.0,n25 => n13,33
0.0,n25 => n13,34
0.0,n25 => n13,35
0.0,n25 => n13,36
0.0,n25 => n13,37
0.0,n25 => n13,38
0.0,n25 => n13,39
0.0,n25 => n13,40
0.0,n25 => n13,41
0.0,n25 => n13,42
0.0,n25 => n13,43
0.0,n25 => n13,44
0.0,n25 => n13,45
0.0,n25 => n13,46
0.0,n25 => n13,47
0.0,n25 => n13,48
0.0,n25 => n13,49
0.0,n25 => n13,50
0.0,n25 => n13,51
0.0,n25 => n13,52
0.0,n25 => n13,53
0.0,n25 => n13,54
0.0,n25 => n13,55
0.0,n25 => n13,56
0.0,n25 => n13,57
0.0,n25 => n13,58
0.0,n25 => n13,59
0.0,n25 => n13,60
0.0,n25 => n13,61
0.0,n25 => n13,62
0.0,n25 => n13,63
0.0,n25 => n13,64
0.0,n25 => n13,65
0.0,n25 => n13,66
0.0,n25 => n13,67
0.0,n25 => n13,68
0.0,n25 => n13,69
0.0,n25 => n13,70
0.0,n25 => n13,71
0.0,n25 => n13,72
0.0,n25 => n13,73
0.0,n25 => n13,74
0.0,n25 => n13,75
0.0,n25 => n13,76
0.0,n25 => n13,77
0.0,n25 => n13,78
0.0,n25 => n13,79
0.0,n25 => n13,80
0.0,n25 => n13,81
0.0,n25 => n13,82
0.0,n25 => n13,83
0.0,n25 => n13,84
0.0,n25 => n13,85
0.0,n25 => n13,86
0.0,n25 => n13,87
0.0,n25 => n13,88
0.0,n25 => n13,89
0.0,n25 => n13,90
0.0,n25 => n13,91
0.0,n25 => n13,92
0.0,n25 => n13,93
0.0,n25 => n13,94
0.0,n25 => n13,95
0.0,n25 => n13,96
0.0,n14 => n17,0
0.0,n14 => n17,1
0.0,n14 => n17,2
0.0,n14 => n17,3
0.0,n14 => n17,4
0.0,n14 => n17,5
0.0,n14 => n17,6
0.0,n14 => n17,7
0.0,n14 => n17,8
0.0,n14 => n17,9
0.0,n14 => n17,10
0.0,n14 => n17,11
0.0,n14 => n17,12
0.0,n14 => n17,13
0.0,n14 => n17,14
0.0,n14 => n17,15
0.0,n14 => n17,16
0.0,n14 => n17,17
0.0,n14 => n17,18
0.0,n14 => n17,19
0.0,n14 => n17,20
0.0,n14 => n17,21
0.0,n14 => n17,22
0.0,n14 => n17,23
0.0,n14 => n17,24
0.0,n14 => n17,25
0.0,n14 => n17,26
0.0,n14 => n17,27
0.0,n14 => n17,28
0.0,n14 => n17,29
0.0,n14 => n17,30
0.0,n14 => n17,31
0.0,n14 => n17,32
0.0,n14 => n17,33
0.0,n14 => n17,34
0.0,n14 => n17,35
0.0,n14 => n17,36
0.0,n14 => n17,37
0.0,n14 => n17,38
0.0,n14 => n17,39
0.0,n14 => n17,40
0.0,n14 => n17,41
0.0,n14 => n17,42
0.0,n14 => n17,43
0.0,n14 => n17,44
0.0,n14 => n17,45
0.0,n14 => n17,46
0.0,n14 => n17,47
0.0,n14 => n17,48
0.0,n14 => n17,49
0.0,n14 => n17,50
0.0,n14 => n17,51
0.0,n14 => n17,52
0.0,n14 => n17,53
0.0,n14 => n17,54
0.0,n14 => n17,55
0.0,n14 => n17,56
0.0,n14 => n17,57
0.0,n14 => n17,58
0.0,n14 => n17,59
0.0,n14 => n17,60
0.0,n14 => n17,61
0.0,n14 => n17,62
0.0,n14 => n17,63
0.0,n14 => n17,64
0.0,n14 => n17,65
0.0,n14 => n17,66
0.0,n14 => n17,67
0.0,n14 => n17,68
0.0,n14 => n17,69
0.0,n14 => n17,70
0.0,n14 => n17,71
0.0,n14 => n17,72
0.0,n14 => n17,73
0.0,n14 => n17,74
0.0,n14 => n17,75
0.0,n14 => n17,76
0.0,n14 => n17,77
0.0,n14 => n17,78
0.0,n14 => n17,79
0.0,n14 => n17,80
0.0,n14 => n17,81
0.0,n14 => n17,82
0.0,n14 => n17,83
0.0,n14 => n17,84
0.0,n14 => n17,85
0.0,n14 => n17,86
0.0,n14 => n17,87
0.0,n14 => n17,88
0.0,n14 => n17,89
0.0,n14 => n17,90
0.0,n14 => n17,91
0.0,n14 => n17,92
0.0,n14 => n17,93
0.0,n14 => n17,94
0.0,n14 => n17,95
0.0,n14 => n17,96
0.0,n16 => n21,0
0.0,n16 => n21,1
0.0,n16 => n21,2
0.0,n16 => n21,3
0.0,n16 => n21,4
0.0,n16 => n21,5
0.0,n16 => n21,6
0.0,n16 => n21,7
0.0,n16 => n21,8
0.0,n16 => n21,9
0.0,n16 => n21,10
0.0,n16 => n21,11
0.0,n16 => n21,12
0.0,n16 => n21,13
0.0,n16 => n21,14
0.0,n16 => n21,15
0.0,n16 => n21,16
0.0,n16 => n21,17
0.0,n16 => n21,18
0.0,n16 => n21,19
0.0,n16 => n21,20
0.0,n16 => n21,21
0.0,n16 => n21,22
0.0,n16 => n21,23
0.0,n16 => n21,24
0.0,n16 => n21,25
0.0,n16 => n21,26
0.0,n16 => n21,27
0.0,n16 => n21,28
0.0,n16 => n21,29
0.0,n16 => n21,30
0.0,n16 => n21,31
0.0,n16 => n21,32
0.0,n16 => n21,33
0.0,n16 => n21,34
0.0,n16 => n21,35
0.0,n16 => n21,36
0.0,n16 => n21,37
0.0,n16 => n21,38
0.0,n16 => n21,39
0.0,n16 => n21,40
0.0,n16 => n21,41
0.0,n16 => n21,42
0.0,n16 => n21,43
0.0,n16 => n21,44
0.0,n16 => n21,45
0.0,n16 => n21,46
0.0,n16 => n21,47
0.0,n16 => n21,48
0.0,n16 => n21,49
0.0,n16 => n21,50
0.0,n16 => n21,51
0.0,n16 => n21,52
0.0,n16 => n21,53
0.0,n16 => n21,54
0.0,n16 => n21,55
0.0,n16 => n21,56
0.0,n16 => n21,57
0.0,n16 => n21,58
0.0,n16 => n21,59
0.0,n16 => n21,60
0.0,n16 => n21,61
0.0,n16 => n21,62
0.0,n16 => n21,63
0.0,n16 => n21,64
0.0,n16 => n21,65
0.0,n16 => n21,66
0.0,n16 => n21,67
0.0,n16 => n21,68
0.0,n16 => n21,69
0.0,n16 => n21,70
0.0,n16 => n21,71
0.0,n16 => n21,72
0.0,n16 => n21,73
0.0,n16 => n21,74
0.0,n16 => n21,75
0.0,n16 => n21,76
0.0,n16 => n21,77
0.0,n16 => n21,78
0.0,n16 => n21,79
0.0,n16 => n21,80
0.0,n16 => n21,81
0.0,n16 => n21,82
0.0,n16 => n21,83
0.0,n16 => n21,84
0.0,n16 => n21,85
0.0,n16 => n21,86
0.0,n16 => n21,87
0.0,n16 => n21,88
0.0,n16 => n21,89
0.0,n16 => n21,90
0.0,n16 => n21,91
0.0,n16 => n21,92
0.0,n16 => n21,93
0.0,n16 => n21,94
0.0,n16 => n21,95
0.0,n16 => n21,96
0.0,n10 => n13,0
0.0,n10 => n13,1
0.0,n10 => n13,2
0.0,n10 => n13,3
0.0,n10 => n13,4
0.0,n10 => n13,5
0.0,n10 => n13,6
0.0,n10 => n13,7
0.0,n10 => n13,8
0.0,n10 => n13,9
0.0,n10 => n13,10
0.0,n10 => n13,11
0.0,n10 => n13,12
0.0,n10 => n13,13
0.0,n10 => n13,14
0.0,n10 => n13,15
0.0,n10 => n13,16
0.0,n10 => n13,17
0.0,n10 => n13,18
0.0,n10 => n13,19
0.0,n10 => n13,20
0.0,n10 => n13,21
0.0,n10 => n13,22
0.0,n10 => n13,23
0.0,n10 => n13,24
0.0,n10 => n13,25
0.0,n10 => n13,26
0.0,n10 => n13,27
0.0,n10 => n13,28
0.0,n10 => n13,29
0.0,n10 => n13,30
0.0,n10 => n13,31
0.0,n10 => n13,32
0.0,n10 => n13,33
0.0,n10 => n13,34
0.0,n10 => n13,35
0.0,n10 => n13,36
0.0,n10 => n13,37
0.0,n10 => n13,38
0.0,n10 => n13,39
0.0,n10 => n13,40
0.0,n10 => n13,41
0.0,n10 => n13,42
0.0,n10 => n13,43
0.0,n10 => n13,44
0.0,n10 => n13,45
0.0,n10 => n13,46
0.0,n10 => n13,47
0.0,n10 => n13,48
0.0,n10 => n13,49
0.0,n10 => n13,50
0.0,n10 => n13,51
0.0,n10 => n13,52
0.0,n10 => n13,53
0.0,n10 => n13,54
0.0,n10 => n13,55
0.0,n10 => n13,56
0.0,n10 => n13,57
0.0,n10 => n13,58
0.0,n10 => n13,59
0.0,n10 => n13,60
0.0,n10 => n13,61
0.0,n10 => n13,62
0.0,n10 => n13,63
0.0,n10 => n13,64
0.0,n10 => n13,65
0.0,n10 => n13,66
0.0,n10 => n13,67
0.0,n10 => n13,68
0.0,n10 => n13,69
0.0,n10 => n13,70
0.0,n10 => n13,71
0.0,n10 => n13,72
0.0,n10 => n13,73
0.0,n10 => n13,74
0.0,n10 => n13,75
0.0,n10 => n13,76
0.0,n10 => n13,77
0.0,n10 => n13,78
0.0,n10 => n13,79
0.0,n10 => n13,80
0.0,n10 => n13,81
0.0,n10 => n13,82
0.0,n10 => n13,83
0.0,n10 => n13,84
0.0,n10 => n13,85
0.0,n10 => n13,86
0.0,n10 => n13,87
0.0,n10 => n13,88
0.0,n10 => n13,89
0.0,n10 => n13,90
0.0,n10 => n13,91
0.0,n10 => n13,92
0.0,n10 => n13,93
0.0,n10 => n13,94
0.0,n10 => n13,95
0.0,n10 => n13,96
0.0,n27 => n11,0
0.0,n27 => n11,1
0.0,n27 => n11,2
0.0,n27 => n11,3
0.0,n27 => n11,4
0.0,n27 => n11,5
0.0,n27 => n11,6
0.0,n27 => n11,7
0.0,n27 => n11,8
0.0,n27 => n11,9
0.0,n27 => n11,10
0.0,n27 => n11,11
0.0,n27 => n11,12
0.0,n27 => n11,13
0.0,n27 => n11,14
0.0,n27 => n11,15
0.0,n27 => n11,16
0.0,n27 => n11,17
0.0,n27 => n11,18
0.0,n27 => n11,19
0.0,n27 => n11,20
0.0,n27 => n11,21
0.0,n27 => n11,22
0.0,n27 => n11,23
0.0,n27 => n11,24
0.0,n27 => n11,25
0.0,n27 => n11,26
0.0,n27 => n11,27
0.0,n27 => n11,28
0.0,n27 => n11,29
0.0,n27 => n11,30
0.0,n27 => n11,31
0.0,n27 => n11,32
0.0,n27 => n11,33
0.0,n27 => n11,34
0.0,n27 => n11,35
0.0,n27 => n11,36
0.0,n27 => n11,37
0.0,n27 => n11,38
0.0,n27 => n11,39
0.0,n27 => n11,40
0.0,n27 => n11,41
0.0,n27 => n11,42
0.0,n27 => n11,43
0.0,n27 => n11,44
0.0,n27 => n11,45
0.0,n27 => n11,46
0.0,n27 => n11,47
0.0,n27 => n11,48
0.0,n27 => n11,49
0.0,n27 => n11,50
0.0,n27 => n11,51
0.0,n27 => n11,52
0.0,n27 => n11,53
0.0,n27 => n11,54
0.0,n27 => n11,55
0.0,n27 => n11,56
0.0,n27 => n11,57
0.0,n27 => n11,58
0.0,n27 => n11,59
0.0,n27 => n11,60
0.0,n27 => n11,61
0.0,n27 => n11,62
0.0,n27 => n11,63
0.0,n27 => n11,64
0.0,n27 => n11,65
0.0,n27 => n11,66
0.0,n27 => n11,67
0.0,n27 => n11,68
0.0,n27 => n11,69
0.0,n27 => n11,70
0.0,n27 => n11,71
0.0,n27 => n11,72
0.0,n27 => n11,73
0.0,n27 => n11,74
0.0,n27 => n11,75
0.0,n27 => n11,76
0.0,n27 => n11,77
0.0,n27 => n11,78
0.0,n27 => n11,79
0.0,n27 => n11,80
0.0,n27 => n11,81
0.0,n27 => n11,82
0.0,n27 => n11,83
0.0,n27 => n11,84
0.0,n27 => n11,85
0.0,n27 => n11,86
0.0,n27 => n11,87
0.0,n27 => n11,88
0.0,n27 => n11,89
0.0,n27 => n11,90
0.0,n27 => n11,91
0.0,n27 => n11,92
0.0,n27 => n11,93
0.0,n27 => n11,94
0.0,n27 => n11,95
0.0,n27 => n11,96
0.0,n8 => n7,0
0.0,n8 => n7,1
0.0,n8 => n7,2
0.0,n8 => n7,3
0.0,n8 => n7,4
0.0,n8 => n7,5
0.0,n8 => n7,6
0.0,n8 => n7,7
0.0,n8 => n7,8
0.0,n8 => n7,9
0.0,n8 => n7,10
0.0,n8 => n7,11
0.0,n8 => n7,12
0.0,n8 => n7,13
0.0,n8 => n7,14
0.0,n8 => n7,15
0.0,n8 => n7,16
0.0,n8 => n7,17
0.0,n8 => n7,18
0.0,n8 => n7,19
0.0,n8 => n7,20
0.0,n8 => n7,21
0.0,n8 => n7,22
0.0,n8 => n7,23
0.0,n8 => n7,24
0.0,n8 => n7,25
0.0,n8 => n7,26
0.0,n8 => n7,27
0.0,n8 => n7,28
0.0,n8 => n7,29
0.0,n8 => n7,30
0.0,n8 => n7,31
0.0,n8 => n7,32
0.0,n8 => n7,33
0.0,n8 => n7,34
0.0,n8 => n7,35
0.0,n8 => n7,36
0.0,n8 => n7,37
0.0,n8 => n7,38
0.0,n8 => n7,39
0.0,n8 => n7,40
0.0,n8 => n7,41
0.0,n8 => n7,42
0.0,n8 => n7,43
0.0,n8 => n7,44
0.0,n8 => n7,45
0.0,n8 => n7,46
0.0,n8 => n7,47
0.0,n8 => n7,48
0.0,n8 => n7,49
0.0,n8 => n7,50
0.0,n8 => n7,51
0.0,n8 => n7,52
0.0,n8 => n7,53
0.0,n8 => n7,54
0.0,n8 => n7,55
0.0,n8 => n7,56
0.0,n8 => n7,57
0.0,n8 => n7,58
0.0,n8 => n7,59
0.0,n8 => n7,60
0.0,n8 => n7,61
0.0,n8 => n7,62
0.0,n8 => n7,63
0.0,n8 => n7,64
0.0,n8 => n7,65
0.0,n8 => n7,66
0.0,n8 => n7,67
0.0,n8 => n7,68
0.0,n8 => n7,69
0.0,n8 => n7,70
0.0,n8 => n7,71
0.0,n8 => n7,72
0.0,n8 => n7,73
0.0,n8 => n7,74
0.0,n8 => n7,75
0.0,n8 => n7,76
0.0,n8 => n7,77
0.0,n8 => n7,78
0.0,n8 => n7,79
0.0,n8 => n7,80
0.0,n8 => n7,81
0.0,n8 => n7,82
0.0,n8 => n7,83
0.0,n8 => n7,84
0.0,n8 => n7,85
0.0,n8 => n7,86
0.0,n8 => n7,87
0.0,n8 => n7,88
0.0,n8 => n7,89
0.0,n8 => n7,90
0.0,n8 => n7,91
0.0,n8 => n7,92
0.0,n8 => n7,93
0.0,n8 => n7,94
0.0,n8 => n7,95
0.0,n8 => n7,96
0.0,n22 => n11,0
0.0,n22 => n11,1
0.0,n22 => n11,2
0.0,n22 => n11,3
0.0,n22 => n11,4
0.0,n22 => n11,5
0.0,n22 => n11,6
0.0,n22 => n11,7
0.0,n22 => n11,8
0.0,n22 => n11,9
0.0,n22 => n11,10
0.0,n22 => n11,11
0.0,n22 => n11,12
0.0,n22 => n11,13
0.0,n22 => n11,14
0.0,n22 => n11,15
0.0,n22 => n11,16
0.0,n22 => n11,17
0.0,n22 => n11,18
0.0,n22 => n11,19
0.0,n22 => n11,20
0.0,n22 => n11,21
0.0,n22 => n11,22
0.0,n22 => n11,23
0.0,n22 => n11,24
0.0,n22 => n11,25
0.0,n22 => n11,26
0.0,n22 => n11,27
0.0,n22 => n11,28
0.0,n22 => n11,29
0.0,n22 => n11,30
0.0,n22 => n11,31
0.0,n22 => n11,32
0.0,n22 => n11,33
0.0,n22 => n11,34
0.0,n22 => n11,35
0.0,n22 => n11,36
0.0,n22 => n11,37
0.0,n22 => n11,38
0.0,n22 => n11,39
0.0,n22 => n11,40
0.0,n22 => n11,41
0.0,n22 => n11,42
0.0,n22 => n11,43
0.0,n22 => n11,44
0.0,n22 => n11,45
0.0,n22 => n11,46
0.0,n22 => n11,47
0.0,n22 => n11,48
0.0,n22 => n11,49
0.0,n22 => n11,50
0.0,n22 => n11,51
0.0,n22 => n11,52
0.0,n22 => n11,53
0.0,n22 => n11,54
0.0,n22 => n11,55
0.0,n22 => n11,56
0.0,n22 => n11,57
0.0,n22 => n11,58
0.0,n22 => n11,59
0.0,n22 => n11,60
0.0,n22 => n11,61
0.0,n22 => n11,62
0.0,n22 => n11,63
0.0,n22 => n11,64
0.0,n22 => n11,65
0.0,n22 => n11,66
0.0,n22 => n11,67
0.0,n22 => n11,68
0.0,n22 => n11,69
0.0,n22 => n11,70
0.0,n22 => n11,71
0.0,n22 => n11,72
0.0,n22 => n11,73
0.0,n22 => n11,74
0.0,n22 => n11,75
0.0,n22 => n11,76
0.0,n22 => n11,77
0.0,n22 => n11,78
0.0,n22 => n11,79
0.0,n22 => n11,80
0.0,n22 => n11,81
0.0,n22 => n11,82
0.0,n22 => n11,83
0.0,n22 => n11,84
0.0,n22 => n11,85
0.0,n22 => n11,86
0.0,n22 => n11,87
0.0,n22 => n11,88
0.0,n22 => n11,89
0.0,n22 => n11,90
0.0,n22 => n11,91
0.0,n22 => n11,92
0.0,n22 => n11,93
0.0,n22 => n11,94
0.0,n22 => n11,95
0.0,n22 => n11,96
0.0,n16 => n25,0
0.0,n16 => n25,1
0.0,n16 => n25,2
0.0,n16 => n25,3
0.0,n16 => n25,4
0.0,n16 => n25,5
0.0,n16 => n25,6
0.0,n16 => n25,7
0.0,n16 => n25,8
0.0,n16 => n25,9
0.0,n16 => n25,10
0.0,n16 => n25,11
0.0,n16 => n25,12
0.0,n16 => n25,13
0.0,n16 => n25,14
0.0,n16 => n25,15
0.0,n16 => n25,16
0.0,n16 => n25,17
0.0,n16 => n25,18
0.0,n16 => n25,19
0.0,n16 => n25,20
0.0,n16 => n25,21
0.0,n16 => n25,22
0.0,n16 => n25,23
0.0,n16 => n25,24
0.0,n16 => n25,25
0.0,n16 => n25,26
0.0,n16 => n25,27
0.0,n16 => n25,28
0.0,n16 => n25,29
0.0,n16 => n25,30
0.0,n16 => n25,31
0.0,n16 => n25,32
0.0,n16 => n25,33
0.0,n16 => n25,34
0.0,n16 => n25,35
0.0,n16 => n25,36
0.0,n16 => n25,37
0.0,n16 => n25,38
0.0,n16 => n25,39
0.0,n16 => n25,40
0.0,n16 => n25,41
0.0,n16 => n25,42
0.0,n16 => n25,43
0.0,n16 => n25,44
0.0,n16 => n25,45
0.0,n16 => n25,46
0.0,n16 => n25,47
0.0,n16 => n25,48
0.0,n16 => n25,49
0.0,n16 => n25,50
0.0,n16 => n25,51
0.0,n16 => n25,52
0.0,n16 => n25,53
0.0,n16 => n25,54
0.0,n16 => n25,55
0.0,n16 => n25,56
0.0,n16 => n25,57
0.0,n16 => n25,58
0.0,n16 => n25,59
0.0,n16 => n25,60
0.0,n16 => n25,61
0.0,n16 => n25,62
0.0,n16 => n25,63
0.0,n16 => n25,64
0.0,n16 => n25,65
0.0,n16 => n25,66
0.0,n16 => n25,67
0.0,n16 => n25,68
0.0,n16 => n25,69
0.0,n16 => n25,70
0.0,n16 => n25,71
0.0,n16 => n25,72
0.0,n16 => n25,73
0.0,n16 => n25,74
0.0,n16 => n25,75
0.0,n16 => n25,76
0.0,n16 => n25,77
0.0,n16 => n25,78
0.0,n16 => n25,79
0.0,n16 => n25,80
0.0,n16 => n25,81
0.0,n16 => n25,82
0.0,n16 => n25,83
0.0,n16 => n25,84
0.0,n16 => n25,85
0.0,n16 => n25,86
0.0,n16 => n25,87
0.0,n16 => n25,88
0.0,n16 => n25,89
0.0,n16 => n25,90
0.0,n16 => n25,91
0.0,n16 => n25,92
0.0,n16 => n25,93
0.0,n16 => n25,94
0.0,n16 => n25,95
0.0,n16 => n25,96
0.0,n12 => n8,0
0.0,n12 => n8,1
0.0,n12 => n8,2
0.0,n12 => n8,3
0.0,n12 => n8,4
0.0,n12 => n8,5
0.0,n12 => n8,6
0.0,n12 => n8,7
0.0,n12 => n8,8
0.0,n12 => n8,9
0.0,n12 => n8,10
0.0,n12 => n8,11
0.0,n12 => n8,12
0.0,n12 => n8,13
0.0,n12 => n8,14
0.0,n12 => n8,15
0.0,n12 => n8,16
0.0,n12 => n8,17
0.0,n12 => n8,18
0.0,n12 => n8,19
0.0,n12 => n8,20
0.0,n12 => n8,21
0.0,n12 => n8,22
0.0,n12 => n8,23
0.0,n12 => n8,24
0.0,n12 => n8,25
0.0,n12 => n8,26
0.0,n12 => n8,27
0.0,n12 => n8,28
0.0,n12 => n8,29
0.0,n12 => n8,30
0.0,n12 => n8,31
0.0,n12 => n8,32
0.0,n12 => n8,33
0.0,n12 => n8,34
0.0,n12 => n8,35
0.0,n12 => n8,36
0.0,n12 => n8,37
0.0,n12 => n8,38
0.0,n12 => n8,39
0.0,n12 => n8,40
0.0,n12 => n8,41
0.0,n12 => n8,42
0.0,n12 => n8,43
0.0,n12 => n8,44
0.0,n12 => n8,45
0.0,n12 => n8,46
0.0,n12 => n8,47
0.0,n12 => n8,48
0.0,n12 => n8,49
0.0,n12 => n8,50
0.0,n12 => n8,51
0.0,n12 => n8,52
0.0,n12 => n8,53
0.0,n12 => n8,54
0.0,n12 => n8,55
0.0,n12 => n8,56
0.0,n12 => n8,57
0.0,n12 => n8,58
0.0,n12 => n8,59
0.0,n12 => n8,60
0.0,n12 => n8,61
0.0,n12 => n8,62
0.0,n12 => n8,63
0.0,n12 => n8,64
0.0,n12 => n8,65
0.0,n12 => n8,66
0.0,n12 => n8,67
0.0,n12 => n8,68
0.0,n12 => n8,69
0.0,n12 => n8,70
0.0,n12 => n8,71
0.0,n12 => n8,72
0.0,n12 => n8,73
0.0,n12 => n8,74
0.0,n12 => n8,75
0.0,n12 => n8,76
0.0,n12 => n8,77
0.0,n12 => n8,78
0.0,n12 => n8,79
0.0,n12 => n8,80
0.0,n12 => n8,81
0.0,n12 => n8,82
0.0,n12 => n8,83
0.0,n12 => n8,84
0.0,n12 => n8,85
0.0,n12 => n8,86
0.0,n12 => n8,87
0.0,n12 => n8,88
0.0,n12 => n8,89
0.0,n12 => n8,90
0.0,n12 => n8,91
0.0,n12 => n8,92
0.0,n12 => n8,93
0.0,n12 => n8,94
0.0,n12 => n8,95
0.0,n12 => n8,96
0.0,n14 => n15,0
0.0,n14 => n15,1
0.0,n14 => n15,2
0.0,n14 => n15,3
0.0,n14 => n15,4
0.0,n14 => n15,5
0.0,n14 => n15,6
0.0,n14 => n15,7
0.0,n14 => n15,8
0.0,n14 => n15,9
0.0,n14 => n15,10
0.0,n14 => n15,11
0.0,n14 => n15,12
0.0,n14 => n15,13
0.0,n14 => n15,14
0.0,n14 => n15,15
0.0,n14 => n15,16
0.0,n14 => n15,17
0.0,n14 => n15,18
0.0,n14 => n15,19
0.0,n14 => n15,20
0.0,n14 => n15,21
0.0,n14 => n15,22
0.0,n14 => n15,23
0.0,n14 => n15,24
0.0,n14 => n15,25
0.0,n14 => n15,26
0.0,n14 => n15,27
0.0,n14 => n15,28
0.0,n14 => n15,29
0.0,n14 => n15,30
0.0,n14 => n15,31
0.0,n14 => n15,32
0.0,n14 => n15,33
0.0,n14 => n15,34
0.0,n14 => n15,35
0.0,n14 => n15,36
