value,ij,t
0.0,n7 => n12,14
0.0,n7 => n12,15
0.0,n7 => n12,16
0.0,n7 => n12,17
0.0,n7 => n12,18
0.0,n7 => n12,19
0.0,n7 => n12,20
0.0,n7 => n12,21
0.0,n7 => n12,22
0.0,n7 => n12,23
0.0,n7 => n12,24
0.0,n7 => n12,25
0.0,n7 => n12,26
0.0,n7 => n12,27
0.0,n7 => n12,28
0.0,n7 => n12,29
0.0,n7 => n12,30
0.0,n7 => n12,31
0.0,n7 => n12,32
0.0,n7 => n12,33
0.0,n7 => n12,34
0.0,n7 => n12,35
0.0,n7 => n12,36
0.0,n7 => n12,37
0.0,n7 => n12,38
0.0,n7 => n12,39
0.0,n7 => n12,40
0.0,n7 => n12,41
0.0,n7 => n12,42
0.0,n7 => n12,43
0.0,n7 => n12,44
0.0,n7 => n12,45
0.0,n7 => n12,46
0.0,n7 => n12,47
0.0,n7 => n12,48
0.0,n7 => n12,49
0.0,n7 => n12,50
0.0,n7 => n12,51
0.0,n7 => n12,52
0.0,n7 => n12,53
0.0,n7 => n12,54
0.0,n7 => n12,55
0.0,n7 => n12,56
0.0,n7 => n12,57
0.0,n7 => n12,58
0.0,n7 => n12,59
0.0,n7 => n12,60
0.0,n7 => n12,61
0.0,n7 => n12,62
0.0,n7 => n12,63
0.0,n7 => n12,64
0.0,n7 => n12,65
0.0,n7 => n12,66
0.0,n7 => n12,67
0.0,n7 => n12,68
0.0,n7 => n12,69
0.0,n7 => n12,70
0.0,n7 => n12,71
0.0,n7 => n12,72
0.0,n7 => n12,73
0.0,n7 => n12,74
0.0,n7 => n12,75
0.0,n7 => n12,76
0.0,n7 => n12,77
0.0,n7 => n12,78
0.0,n7 => n12,79
0.0,n7 => n12,80
0.0,n7 => n12,81
0.0,n7 => n12,82
0.0,n7 => n12,83
0.0,n7 => n12,84
0.0,n7 => n12,85
0.0,n7 => n12,86
0.0,n7 => n12,87
0.0,n7 => n12,88
0.0,n7 => n12,89
0.0,n7 => n12,90
0.0,n7 => n12,91
0.0,n7 => n12,92
0.0,n7 => n12,93
0.0,n7 => n12,94
0.0,n7 => n12,95
0.0,n7 => n12,96
0.0,n12 => n24,0
0.0,n12 => n24,1
0.0,n12 => n24,2
0.0,n12 => n24,3
0.0,n12 => n24,4
0.0,n12 => n24,5
0.0,n12 => n24,6
0.0,n12 => n24,7
0.0,n12 => n24,8
0.0,n12 => n24,9
0.0,n12 => n24,10
0.0,n12 => n24,11
0.0,n12 => n24,12
0.0,n12 => n24,13
0.0,n12 => n24,14
0.0,n12 => n24,15
0.0,n12 => n24,16
0.0,n12 => n24,17
0.0,n12 => n24,18
0.0,n12 => n24,19
0.0,n12 => n24,20
0.0,n12 => n24,21
0.0,n12 => n24,22
0.0,n12 => n24,23
0.0,n12 => n24,24
0.0,n12 => n24,25
0.0,n12 => n24,26
0.0,n12 => n24,27
0.0,n12 => n24,28
0.0,n12 => n24,29
0.0,n12 => n24,30
0.0,n12 => n24,31
0.0,n12 => n24,32
0.0,n12 => n24,33
0.0,n12 => n24,34
0.0,n12 => n24,35
0.0,n12 => n24,36
0.0,n12 => n24,37
0.0,n12 => n24,38
0.0,n12 => n24,39
0.0,n12 => n24,40
0.0,n12 => n24,41
0.0,n12 => n24,42
0.0,n12 => n24,43
0.0,n12 => n24,44
0.0,n12 => n24,45
0.0,n12 => n24,46
0.0,n12 => n24,47
0.0,n12 => n24,48
0.0,n12 => n24,49
0.0,n12 => n24,50
0.0,n12 => n24,51
0.0,n12 => n24,52
0.0,n12 => n24,53
0.0,n12 => n24,54
0.0,n12 => n24,55
0.0,n12 => n24,56
0.0,n12 => n24,57
0.0,n12 => n24,58
0.0,n12 => n24,59
0.0,n12 => n24,60
0.0,n12 => n24,61
0.0,n12 => n24,62
0.0,n12 => n24,63
0.0,n12 => n24,64
0.0,n12 => n24,65
0.0,n12 => n24,66
0.0,n12 => n24,67
0.0,n12 => n24,68
0.0,n12 => n24,69
0.0,n12 => n24,70
0.0,n12 => n24,71
0.0,n12 => n24,72
0.0,n12 => n24,73
0.0,n12 => n24,74
0.0,n12 => n24,75
0.0,n12 => n24,76
0.0,n12 => n24,77
0.0,n12 => n24,78
0.0,n12 => n24,79
0.0,n12 => n24,80
0.0,n12 => n24,81
0.0,n12 => n24,82
0.0,n12 => n24,83
0.0,n12 => n24,84
0.0,n12 => n24,85
0.0,n12 => n24,86
0.0,n12 => n24,87
0.0,n12 => n24,88
0.0,n12 => n24,89
0.0,n12 => n24,90
0.0,n12 => n24,91
0.0,n12 => n24,92
0.0,n12 => n24,93
0.0,n12 => n24,94
0.0,n12 => n24,95
0.0,n12 => n24,96
0.0,n13 => n26,0
0.0,n13 => n26,1
0.0,n13 => n26,2
0.0,n13 => n26,3
0.0,n13 => n26,4
0.0,n13 => n26,5
0.0,n13 => n26,6
0.0,n13 => n26,7
0.0,n13 => n26,8
0.0,n13 => n26,9
0.0,n13 => n26,10
0.0,n13 => n26,11
0.0,n13 => n26,12
0.0,n13 => n26,13
0.0,n13 => n26,14
0.0,n13 => n26,15
0.0,n13 => n26,16
0.0,n13 => n26,17
0.0,n13 => n26,18
0.0,n13 => n26,19
0.0,n13 => n26,20
0.0,n13 => n26,21
0.0,n13 => n26,22
0.0,n13 => n26,23
0.0,n13 => n26,24
0.0,n13 => n26,25
0.0,n13 => n26,26
0.0,n13 => n26,27
0.0,n13 => n26,28
0.0,n13 => n26,29
0.0,n13 => n26,30
0.0,n13 => n26,31
0.0,n13 => n26,32
0.0,n13 => n26,33
0.0,n13 => n26,34
0.0,n13 => n26,35
0.0,n13 => n26,36
0.0,n13 => n26,37
0.0,n13 => n26,38
0.0,n13 => n26,39
0.0,n13 => n26,40
0.0,n13 => n26,41
0.0,n13 => n26,42
0.0,n13 => n26,43
0.0,n13 => n26,44
0.0,n13 => n26,45
0.0,n13 => n26,46
0.0,n13 => n26,47
0.0,n13 => n26,48
0.0,n13 => n26,49
0.0,n13 => n26,50
0.0,n13 => n26,51
0.0,n13 => n26,52
0.0,n13 => n26,53
0.0,n13 => n26,54
0.0,n13 => n26,55
0.0,n13 => n26,56
0.0,n13 => n26,57
0.0,n13 => n26,58
0.0,n13 => n26,59
0.0,n13 => n26,60
0.0,n13 => n26,61
0.0,n13 => n26,62
0.0,n13 => n26,63
0.0,n13 => n26,64
0.0,n13 => n26,65
0.0,n13 => n26,66
0.0,n13 => n26,67
0.0,n13 => n26,68
0.0,n13 => n26,69
0.0,n13 => n26,70
0.0,n13 => n26,71
0.0,n13 => n26,72
0.0,n13 => n26,73
0.0,n13 => n26,74
0.0,n13 => n26,75
0.0,n13 => n26,76
0.0,n13 => n26,77
0.0,n13 => n26,78
0.0,n13 => n26,79
0.0,n13 => n26,80
0.0,n13 => n26,81
0.0,n13 => n26,82
0.0,n13 => n26,83
0.0,n13 => n26,84
0.0,n13 => n26,85
0.0,n13 => n26,86
0.0,n13 => n26,87
0.0,n13 => n26,88
0.0,n13 => n26,89
0.0,n13 => n26,90
0.0,n13 => n26,91
0.0,n13 => n26,92
0.0,n13 => n26,93
0.0,n13 => n26,94
0.0,n13 => n26,95
0.0,n13 => n26,96
0.0,n8 => n26,0
0.0,n8 => n26,1
0.0,n8 => n26,2
0.0,n8 => n26,3
0.0,n8 => n26,4
0.0,n8 => n26,5
0.0,n8 => n26,6
0.0,n8 => n26,7
0.0,n8 => n26,8
0.0,n8 => n26,9
0.0,n8 => n26,10
0.0,n8 => n26,11
0.0,n8 => n26,12
0.0,n8 => n26,13
0.0,n8 => n26,14
0.0,n8 => n26,15
0.0,n8 => n26,16
0.0,n8 => n26,17
0.0,n8 => n26,18
0.0,n8 => n26,19
0.0,n8 => n26,20
0.0,n8 => n26,21
0.0,n8 => n26,22
0.0,n8 => n26,23
0.0,n8 => n26,24
0.0,n8 => n26,25
0.0,n8 => n26,26
0.0,n8 => n26,27
0.0,n8 => n26,28
0.0,n8 => n26,29
0.0,n8 => n26,30
0.0,n8 => n26,31
0.0,n8 => n26,32
0.0,n8 => n26,33
0.0,n8 => n26,34
0.0,n8 => n26,35
0.0,n8 => n26,36
0.0,n8 => n26,37
0.0,n8 => n26,38
0.0,n8 => n26,39
0.0,n8 => n26,40
0.0,n8 => n26,41
0.0,n8 => n26,42
0.0,n8 => n26,43
0.0,n8 => n26,44
0.0,n8 => n26,45
0.0,n8 => n26,46
0.0,n8 => n26,47
0.0,n8 => n26,48
0.0,n8 => n26,49
0.0,n8 => n26,50
0.0,n8 => n26,51
0.0,n8 => n26,52
0.0,n8 => n26,53
0.0,n8 => n26,54
0.0,n8 => n26,55
0.0,n8 => n26,56
0.0,n8 => n26,57
0.0,n8 => n26,58
0.0,n8 => n26,59
0.0,n8 => n26,60
0.0,n8 => n26,61
0.0,n8 => n26,62
0.0,n8 => n26,63
0.0,n8 => n26,64
0.0,n8 => n26,65
0.0,n8 => n26,66
0.0,n8 => n26,67
0.0,n8 => n26,68
0.0,n8 => n26,69
0.0,n8 => n26,70
0.0,n8 => n26,71
0.0,n8 => n26,72
0.0,n8 => n26,73
0.0,n8 => n26,74
0.0,n8 => n26,75
0.0,n8 => n26,76
0.0,n8 => n26,77
0.0,n8 => n26,78
0.0,n8 => n26,79
0.0,n8 => n26,80
0.0,n8 => n26,81
0.0,n8 => n26,82
0.0,n8 => n26,83
0.0,n8 => n26,84
0.0,n8 => n26,85
0.0,n8 => n26,86
0.0,n8 => n26,87
0.0,n8 => n26,88
0.0,n8 => n26,89
0.0,n8 => n26,90
0.0,n8 => n26,91
0.0,n8 => n26,92
0.0,n8 => n26,93
0.0,n8 => n26,94
0.0,n8 => n26,95
0.0,n8 => n26,96
0.0,n17 => n25,0
0.0,n17 => n25,1
0.0,n17 => n25,2
0.0,n17 => n25,3
0.0,n17 => n25,4
0.0,n17 => n25,5
0.0,n17 => n25,6
0.0,n17 => n25,7
0.0,n17 => n25,8
0.0,n17 => n25,9
0.0,n17 => n25,10
0.0,n17 => n25,11
0.0,n17 => n25,12
0.0,n17 => n25,13
0.0,n17 => n25,14
0.0,n17 => n25,15
0.0,n17 => n25,16
0.0,n17 => n25,17
0.0,n17 => n25,18
0.0,n17 => n25,19
0.0,n17 => n25,20
0.0,n17 => n25,21
0.0,n17 => n25,22
0.0,n17 => n25,23
0.0,n17 => n25,24
0.0,n17 => n25,25
0.0,n17 => n25,26
0.0,n17 => n25,27
0.0,n17 => n25,28
0.0,n17 => n25,29
0.0,n17 => n25,30
0.0,n17 => n25,31
0.0,n17 => n25,32
0.0,n17 => n25,33
0.0,n17 => n25,34
0.0,n17 => n25,35
0.0,n17 => n25,36
0.0,n17 => n25,37
0.0,n17 => n25,38
0.0,n17 => n25,39
0.0,n17 => n25,40
0.0,n17 => n25,41
0.0,n17 => n25,42
0.0,n17 => n25,43
0.0,n17 => n25,44
0.0,n17 => n25,45
0.0,n17 => n25,46
0.0,n17 => n25,47
0.0,n17 => n25,48
0.0,n17 => n25,49
0.0,n17 => n25,50
0.0,n17 => n25,51
0.0,n17 => n25,52
0.0,n17 => n25,53
0.0,n17 => n25,54
0.0,n17 => n25,55
0.0,n17 => n25,56
0.0,n17 => n25,57
0.0,n17 => n25,58
0.0,n17 => n25,59
0.0,n17 => n25,60
0.0,n17 => n25,61
0.0,n17 => n25,62
0.0,n17 => n25,63
0.0,n17 => n25,64
0.0,n17 => n25,65
0.0,n17 => n25,66
0.0,n17 => n25,67
0.0,n17 => n25,68
0.0,n17 => n25,69
0.0,n17 => n25,70
0.0,n17 => n25,71
0.0,n17 => n25,72
0.0,n17 => n25,73
0.0,n17 => n25,74
0.0,n17 => n25,75
0.0,n17 => n25,76
0.0,n17 => n25,77
0.0,n17 => n25,78
0.0,n17 => n25,79
0.0,n17 => n25,80
0.0,n17 => n25,81
0.0,n17 => n25,82
0.0,n17 => n25,83
0.0,n17 => n25,84
0.0,n17 => n25,85
0.0,n17 => n25,86
0.0,n17 => n25,87
0.0,n17 => n25,88
0.0,n17 => n25,89
0.0,n17 => n25,90
0.0,n17 => n25,91
0.0,n17 => n25,92
0.0,n17 => n25,93
0.0,n17 => n25,94
0.0,n17 => n25,95
0.0,n17 => n25,96
0.0,n20 => n7,0
0.0,n20 => n7,1
0.0,n20 => n7,2
0.0,n20 => n7,3
0.0,n20 => n7,4
0.0,n20 => n7,5
0.0,n20 => n7,6
0.0,n20 => n7,7
0.0,n20 => n7,8
0.0,n20 => n7,9
0.0,n20 => n7,10
0.0,n20 => n7,11
0.0,n20 => n7,12
0.0,n20 => n7,13
0.0,n20 => n7,14
0.0,n20 => n7,15
0.0,n20 => n7,16
0.0,n20 => n7,17
0.0,n20 => n7,18
0.0,n20 => n7,19
0.0,n20 => n7,20
0.0,n20 => n7,21
0.0,n20 => n7,22
0.0,n20 => n7,23
0.0,n20 => n7,24
0.0,n20 => n7,25
0.0,n20 => n7,26
0.0,n20 => n7,27
0.0,n20 => n7,28
0.0,n20 => n7,29
0.0,n20 => n7,30
0.0,n20 => n7,31
0.0,n20 => n7,32
0.0,n20 => n7,33
0.0,n20 => n7,34
0.0,n20 => n7,35
0.0,n20 => n7,36
0.0,n20 => n7,37
0.0,n20 => n7,38
0.0,n20 => n7,39
0.0,n20 => n7,40
0.0,n20 => n7,41
0.0,n20 => n7,42
0.0,n20 => n7,43
0.0,n20 => n7,44
0.0,n20 => n7,45
0.0,n20 => n7,46
0.0,n20 => n7,47
0.0,n20 => n7,48
0.0,n20 => n7,49
0.0,n20 => n7,50
0.0,n20 => n7,51
0.0,n20 => n7,52
0.0,n20 => n7,53
0.0,n20 => n7,54
0.0,n20 => n7,55
0.0,n20 => n7,56
0.0,n20 => n7,57
0.0,n20 => n7,58
0.0,n20 => n7,59
0.0,n20 => n7,60
0.0,n20 => n7,61
0.0,n20 => n7,62
0.0,n20 => n7,63
0.0,n20 => n7,64
0.0,n20 => n7,65
0.0,n20 => n7,66
0.0,n20 => n7,67
0.0,n20 => n7,68
0.0,n20 => n7,69
0.0,n20 => n7,70
0.0,n20 => n7,71
0.0,n20 => n7,72
0.0,n20 => n7,73
0.0,n20 => n7,74
0.0,n20 => n7,75
0.0,n20 => n7,76
0.0,n20 => n7,77
0.0,n20 => n7,78
0.0,n20 => n7,79
0.0,n20 => n7,80
0.0,n20 => n7,81
0.0,n20 => n7,82
0.0,n20 => n7,83
0.0,n20 => n7,84
0.0,n20 => n7,85
0.0,n20 => n7,86
0.0,n20 => n7,87
0.0,n20 => n7,88
0.0,n20 => n7,89
0.0,n20 => n7,90
0.0,n20 => n7,91
0.0,n20 => n7,92
0.0,n20 => n7,93
0.0,n20 => n7,94
0.0,n20 => n7,95
0.0,n20 => n7,96
0.0,n17 => n16,0
0.0,n17 => n16,1
0.0,n17 => n16,2
0.0,n17 => n16,3
0.0,n17 => n16,4
0.0,n17 => n16,5
0.0,n17 => n16,6
0.0,n17 => n16,7
0.0,n17 => n16,8
0.0,n17 => n16,9
0.0,n17 => n16,10
0.0,n17 => n16,11
0.0,n17 => n16,12
0.0,n17 => n16,13
0.0,n17 => n16,14
0.0,n17 => n16,15
0.0,n17 => n16,16
0.0,n17 => n16,17
0.0,n17 => n16,18
0.0,n17 => n16,19
0.0,n17 => n16,20
0.0,n17 => n16,21
0.0,n17 => n16,22
0.0,n17 => n16,23
0.0,n17 => n16,24
0.0,n17 => n16,25
0.0,n17 => n16,26
0.0,n17 => n16,27
0.0,n17 => n16,28
0.0,n17 => n16,29
0.0,n17 => n16,30
0.0,n17 => n16,31
0.0,n17 => n16,32
0.0,n17 => n16,33
0.0,n17 => n16,34
0.0,n17 => n16,35
0.0,n17 => n16,36
0.0,n17 => n16,37
0.0,n17 => n16,38
0.0,n17 => n16,39
0.0,n17 => n16,40
0.0,n17 => n16,41
0.0,n17 => n16,42
0.0,n17 => n16,43
0.0,n17 => n16,44
0.0,n17 => n16,45
0.0,n17 => n16,46
0.0,n17 => n16,47
0.0,n17 => n16,48
0.0,n17 => n16,49
0.0,n17 => n16,50
0.0,n17 => n16,51
0.0,n17 => n16,52
0.0,n17 => n16,53
0.0,n17 => n16,54
0.0,n17 => n16,55
0.0,n17 => n16,56
0.0,n17 => n16,57
0.0,n17 => n16,58
0.0,n17 => n16,59
0.0,n17 => n16,60
0.0,n17 => n16,61
0.0,n17 => n16,62
0.0,n17 => n16,63
0.0,n17 => n16,64
0.0,n17 => n16,65
0.0,n17 => n16,66
0.0,n17 => n16,67
0.0,n17 => n16,68
0.0,n17 => n16,69
0.0,n17 => n16,70
0.0,n17 => n16,71
0.0,n17 => n16,72
0.0,n17 => n16,73
0.0,n17 => n16,74
0.0,n17 => n16,75
0.0,n17 => n16,76
0.0,n17 => n16,77
0.0,n17 => n16,78
0.0,n17 => n16,79
0.0,n17 => n16,80
0.0,n17 => n16,81
0.0,n17 => n16,82
0.0,n17 => n16,83
0.0,n17 => n16,84
0.0,n17 => n16,85
0.0,n17 => n16,86
0.0,n17 => n16,87
0.0,n17 => n16,88
0.0,n17 => n16,89
0.0,n17 => n16,90
0.0,n17 => n16,91
0.0,n17 => n16,92
0.0,n17 => n16,93
0.0,n17 => n16,94
0.0,n17 => n16,95
0.0,n17 => n16,96
0.0,n24 => n9,0
0.0,n24 => n9,1
0.0,n24 => n9,2
0.0,n24 => n9,3
0.0,n24 => n9,4
0.0,n24 => n9,5
0.0,n24 => n9,6
0.0,n24 => n9,7
0.0,n24 => n9,8
0.0,n24 => n9,9
0.0,n24 => n9,10
0.0,n24 => n9,11
0.0,n24 => n9,12
0.0,n24 => n9,13
0.0,n24 => n9,14
0.0,n24 => n9,15
0.0,n24 => n9,16
0.0,n24 => n9,17
0.0,n24 => n9,18
0.0,n24 => n9,19
0.0,n24 => n9,20
0.0,n24 => n9,21
0.0,n24 => n9,22
0.0,n24 => n9,23
0.0,n24 => n9,24
0.0,n24 => n9,25
0.0,n24 => n9,26
0.0,n24 => n9,27
0.0,n24 => n9,28
0.0,n24 => n9,29
0.0,n24 => n9,30
0.0,n24 => n9,31
0.0,n24 => n9,32
0.0,n24 => n9,33
0.0,n24 => n9,34
0.0,n24 => n9,35
0.0,n24 => n9,36
0.0,n24 => n9,37
0.0,n24 => n9,38
0.0,n24 => n9,39
0.0,n24 => n9,40
0.0,n24 => n9,41
0.0,n24 => n9,42
0.0,n24 => n9,43
0.0,n24 => n9,44
0.0,n24 => n9,45
0.0,n24 => n9,46
0.0,n24 => n9,47
0.0,n24 => n9,48
0.0,n24 => n9,49
0.0,n24 => n9,50
0.0,n24 => n9,51
0.0,n24 => n9,52
0.0,n24 => n9,53
0.0,n24 => n9,54
0.0,n24 => n9,55
0.0,n24 => n9,56
0.0,n24 => n9,57
0.0,n24 => n9,58
0.0,n24 => n9,59
0.0,n24 => n9,60
0.0,n24 => n9,61
0.0,n24 => n9,62
0.0,n24 => n9,63
0.0,n24 => n9,64
0.0,n24 => n9,65
0.0,n24 => n9,66
0.0,n24 => n9,67
0.0,n24 => n9,68
0.0,n24 => n9,69
0.0,n24 => n9,70
0.0,n24 => n9,71
0.0,n24 => n9,72
0.0,n24 => n9,73
0.0,n24 => n9,74
0.0,n24 => n9,75
0.0,n24 => n9,76
0.0,n24 => n9,77
0.0,n24 => n9,78
0.0,n24 => n9,79
0.0,n24 => n9,80
0.0,n24 => n9,81
0.0,n24 => n9,82
0.0,n24 => n9,83
0.0,n24 => n9,84
0.0,n24 => n9,85
0.0,n24 => n9,86
0.0,n24 => n9,87
0.0,n24 => n9,88
0.0,n24 => n9,89
0.0,n24 => n9,90
0.0,n24 => n9,91
0.0,n24 => n9,92
0.0,n24 => n9,93
0.0,n24 => n9,94
0.0,n24 => n9,95
0.0,n24 => n9,96
0.0,n12 => n9,0
0.0,n12 => n9,1
0.0,n12 => n9,2
0.0,n12 => n9,3
0.0,n12 => n9,4
0.0,n12 => n9,5
0.0,n12 => n9,6
0.0,n12 => n9,7
0.0,n12 => n9,8
0.0,n12 => n9,9
0.0,n12 => n9,10
0.0,n12 => n9,11
0.0,n12 => n9,12
0.0,n12 => n9,13
0.0,n12 => n9,14
0.0,n12 => n9,15
0.0,n12 => n9,16
0.0,n12 => n9,17
0.0,n12 => n9,18
0.0,n12 => n9,19
0.0,n12 => n9,20
0.0,n12 => n9,21
0.0,n12 => n9,22
0.0,n12 => n9,23
0.0,n12 => n9,24
0.0,n12 => n9,25
0.0,n12 => n9,26
0.0,n12 => n9,27
0.0,n12 => n9,28
0.0,n12 => n9,29
0.0,n12 => n9,30
0.0,n12 => n9,31
0.0,n12 => n9,32
0.0,n12 => n9,33
0.0,n12 => n9,34
0.0,n12 => n9,35
0.0,n12 => n9,36
0.0,n12 => n9,37
0.0,n12 => n9,38
0.0,n12 => n9,39
0.0,n12 => n9,40
0.0,n12 => n9,41
0.0,n12 => n9,42
0.0,n12 => n9,43
0.0,n12 => n9,44
0.0,n12 => n9,45
0.0,n12 => n9,46
0.0,n12 => n9,47
0.0,n12 => n9,48
0.0,n12 => n9,49
0.0,n12 => n9,50
0.0,n12 => n9,51
0.0,n12 => n9,52
0.0,n12 => n9,53
0.0,n12 => n9,54
0.0,n12 => n9,55
0.0,n12 => n9,56
0.0,n12 => n9,57
0.0,n12 => n9,58
0.0,n12 => n9,59
0.0,n12 => n9,60
0.0,n12 => n9,61
0.0,n12 => n9,62
0.0,n12 => n9,63
0.0,n12 => n9,64
0.0,n12 => n9,65
0.0,n12 => n9,66
0.0,n12 => n9,67
0.0,n12 => n9,68
0.0,n12 => n9,69
0.0,n12 => n9,70
0.0,n12 => n9,71
0.0,n12 => n9,72
0.0,n12 => n9,73
0.0,n12 => n9,74
0.0,n12 => n9,75
0.0,n12 => n9,76
0.0,n12 => n9,77
0.0,n12 => n9,78
0.0,n12 => n9,79
0.0,n12 => n9,80
0.0,n12 => n9,81
0.0,n12 => n9,82
0.0,n12 => n9,83
0.0,n12 => n9,84
0.0,n12 => n9,85
0.0,n12 => n9,86
0.0,n12 => n9,87
0.0,n12 => n9,88
0.0,n12 => n9,89
0.0,n12 => n9,90
0.0,n12 => n9,91
0.0,n12 => n9,92
0.0,n12 => n9,93
0.0,n12 => n9,94
0.0,n12 => n9,95
0.0,n12 => n9,96
0.0,n13 => n6,0
0.0,n13 => n6,1
0.0,n13 => n6,2
0.0,n13 => n6,3
0.0,n13 => n6,4
0.0,n13 => n6,5
0.0,n13 => n6,6
0.0,n13 => n6,7
0.0,n13 => n6,8
0.0,n13 => n6,9
0.0,n13 => n6,10
0.0,n13 => n6,11
0.0,n13 => n6,12
0.0,n13 => n6,13
0.0,n13 => n6,14
0.0,n13 => n6,15
0.0,n13 => n6,16
0.0,n13 => n6,17
0.0,n13 => n6,18
0.0,n13 => n6,19
0.0,n13 => n6,20
0.0,n13 => n6,21
0.0,n13 => n6,22
0.0,n13 => n6,23
0.0,n13 => n6,24
0.0,n13 => n6,25
0.0,n13 => n6,26
0.0,n13 => n6,27
0.0,n13 => n6,28
0.0,n13 => n6,29
0.0,n13 => n6,30
0.0,n13 => n6,31
0.0,n13 => n6,32
0.0,n13 => n6,33
0.0,n13 => n6,34
0.0,n13 => n6,35
0.0,n13 => n6,36
0.0,n13 => n6,37
0.0,n13 => n6,38
0.0,n13 => n6,39
0.0,n13 => n6,40
0.0,n13 => n6,41
0.0,n13 => n6,42
0.0,n13 => n6,43
0.0,n13 => n6,44
0.0,n13 => n6,45
0.0,n13 => n6,46
0.0,n13 => n6,47
0.0,n13 => n6,48
0.0,n13 => n6,49
0.0,n13 => n6,50
0.0,n13 => n6,51
0.0,n13 => n6,52
0.0,n13 => n6,53
0.0,n13 => n6,54
0.0,n13 => n6,55
0.0,n13 => n6,56
0.0,n13 => n6,57
0.0,n13 => n6,58
0.0,n13 => n6,59
0.0,n13 => n6,60
0.0,n13 => n6,61
0.0,n13 => n6,62
0.0,n13 => n6,63
0.0,n13 => n6,64
0.0,n13 => n6,65
0.0,n13 => n6,66
0.0,n13 => n6,67
0.0,n13 => n6,68
0.0,n13 => n6,69
0.0,n13 => n6,70
0.0,n13 => n6,71
0.0,n13 => n6,72
0.0,n13 => n6,73
0.0,n13 => n6,74
0.0,n13 => n6,75
0.0,n13 => n6,76
0.0,n13 => n6,77
0.0,n13 => n6,78
0.0,n13 => n6,79
0.0,n13 => n6,80
0.0,n13 => n6,81
0.0,n13 => n6,82
0.0,n13 => n6,83
0.0,n13 => n6,84
0.0,n13 => n6,85
0.0,n13 => n6,86
0.0,n13 => n6,87
0.0,n13 => n6,88
0.0,n13 => n6,89
0.0,n13 => n6,90
0.0,n13 => n6,91
0.0,n13 => n6,92
0.0,n13 => n6,93
0.0,n13 => n6,94
0.0,n13 => n6,95
0.0,n13 => n6,96
0.0,n19 => n10,0
0.0,n19 => n10,1
0.0,n19 => n10,2
0.0,n19 => n10,3
0.0,n19 => n10,4
0.0,n19 => n10,5
0.0,n19 => n10,6
0.0,n19 => n10,7
0.0,n19 => n10,8
0.0,n19 => n10,9
0.0,n19 => n10,10
0.0,n19 => n10,11
0.0,n19 => n10,12
0.0,n19 => n10,13
0.0,n19 => n10,14
0.0,n19 => n10,15
0.0,n19 => n10,16
0.0,n19 => n10,17
0.0,n19 => n10,18
0.0,n19 => n10,19
0.0,n19 => n10,20
0.0,n19 => n10,21
0.0,n19 => n10,22
0.0,n19 => n10,23
0.0,n19 => n10,24
0.0,n19 => n10,25
0.0,n19 => n10,26
0.0,n19 => n10,27
0.0,n19 => n10,28
0.0,n19 => n10,29
0.0,n19 => n10,30
0.0,n19 => n10,31
0.0,n19 => n10,32
0.0,n19 => n10,33
0.0,n19 => n10,34
0.0,n19 => n10,35
0.0,n19 => n10,36
0.0,n19 => n10,37
0.0,n19 => n10,38
0.0,n19 => n10,39
0.0,n19 => n10,40
0.0,n19 => n10,41
0.0,n19 => n10,42
0.0,n19 => n10,43
0.0,n19 => n10,44
0.0,n19 => n10,45
0.0,n19 => n10,46
0.0,n19 => n10,47
0.0,n19 => n10,48
0.0,n19 => n10,49
0.0,n19 => n10,50
0.0,n19 => n10,51
0.0,n19 => n10,52
0.0,n19 => n10,53
0.0,n19 => n10,54
0.0,n19 => n10,55
0.0,n19 => n10,56
0.0,n19 => n10,57
0.0,n19 => n10,58
0.0,n19 => n10,59
0.0,n19 => n10,60
0.0,n19 => n10,61
0.0,n19 => n10,62
0.0,n19 => n10,63
0.0,n19 => n10,64
0.0,n19 => n10,65
0.0,n19 => n10,66
0.0,n19 => n10,67
0.0,n19 => n10,68
0.0,n19 => n10,69
0.0,n19 => n10,70
0.0,n19 => n10,71
0.0,n19 => n10,72
0.0,n19 => n10,73
0.0,n19 => n10,74
0.0,n19 => n10,75
0.0,n19 => n10,76
0.0,n19 => n10,77
0.0,n19 => n10,78
0.0,n19 => n10,79
0.0,n19 => n10,80
0.0,n19 => n10,81
0.0,n19 => n10,82
0.0,n19 => n10,83
0.0,n19 => n10,84
0.0,n19 => n10,85
0.0,n19 => n10,86
0.0,n19 => n10,87
0.0,n19 => n10,88
0.0,n19 => n10,89
0.0,n19 => n10,90
0.0,n19 => n10,91
0.0,n19 => n10,92
0.0,n19 => n10,93
0.0,n19 => n10,94
0.0,n19 => n10,95
0.0,n19 => n10,96
0.0,n26 => n22,0
0.0,n26 => n22,1
0.0,n26 => n22,2
0.0,n26 => n22,3
0.0,n26 => n22,4
0.0,n26 => n22,5
0.0,n26 => n22,6
0.0,n26 => n22,7
0.0,n26 => n22,8
0.0,n26 => n22,9
0.0,n26 => n22,10
0.0,n26 => n22,11
0.0,n26 => n22,12
0.0,n26 => n22,13
0.0,n26 => n22,14
0.0,n26 => n22,15
0.0,n26 => n22,16
0.0,n26 => n22,17
0.0,n26 => n22,18
0.0,n26 => n22,19
0.0,n26 => n22,20
0.0,n26 => n22,21
0.0,n26 => n22,22
